,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_identity_verified,host_since,instant_bookable,review_scores_rating,zipcode,bedrooms,beds,price
35052,25,0,8,3,4,2,1,4,0,16994,0,97,11205,4,5,405.0
24536,0,0,3,1,4,0,1,4,1,15506,0,96,11205,1,1,175.0
56039,0,0,2,1,4,2,1,4,0,17406,0,100,11205,0,1,129.0
1628,0,0,4,1,4,2,1,4,0,16041,0,96,11205,1,2,95.0
1551,16,1,2,1,4,2,0,4,1,15235,0,100,11205,1,1,329.0
1477,0,1,2,1,4,2,1,4,0,16290,0,92,11205,1,1,60.0
60524,0,0,2,1,4,1,1,4,1,15757,1,99,11205,0,1,129.0
33877,0,0,2,1,4,1,1,4,1,16923,1,95,11205,1,1,105.0
68949,0,0,12,2,4,2,1,4,0,16673,0,98,11205,4,6,899.0
29110,0,1,2,1,4,1,1,4,1,16387,0,98,11205,1,1,90.0
14960,0,0,2,1,3,0,1,4,1,15467,0,88,11205,0,1,150.0
26160,0,1,1,1,4,0,0,4,0,16769,1,100,11206,1,1,50.0
65594,0,0,6,1,4,2,1,4,1,15440,1,94,11206,2,2,199.0
25369,0,1,2,1,4,2,1,4,0,17392,1,100,11206,1,1,110.0
49630,16,1,2,2,4,2,1,4,0,16599,1,85,11206,1,1,73.0
3132,16,1,1,1,4,2,0,4,1,16026,0,92,11206,1,1,50.0
19142,0,0,6,1,4,0,1,4,1,15917,1,100,11206,3,3,70.0
29184,10,0,2,1,4,1,1,4,1,15847,1,100,11206,2,1,130.0
19049,0,0,2,1,4,1,0,4,0,16509,1,98,11206,1,1,130.0
33470,0,1,2,2,4,1,1,4,1,15452,1,88,11206,1,1,80.0
8163,0,1,2,1,4,2,1,4,0,17181,1,88,11206,1,1,35.0
49195,0,1,2,2,4,1,1,4,1,15781,0,93,11206,1,1,83.0
64967,0,1,2,1,4,0,0,4,0,17347,1,90,11206,1,1,44.0
49720,16,1,2,1,4,0,0,4,1,16791,0,90,11206,1,2,46.0
8020,16,1,2,2,4,2,1,4,0,16599,1,90,11206,1,1,65.0
49228,0,1,2,1,4,1,1,4,0,16734,1,86,11206,1,1,50.0
36157,0,0,4,1,4,1,0,4,0,16715,0,97,11206,1,1,150.0
19364,0,0,2,1,4,2,1,4,0,15620,0,81,11206,1,1,85.0
48816,0,1,2,1,4,0,1,4,1,15909,0,90,11206,1,1,90.0
13124,0,0,3,1,4,0,0,4,1,16270,0,90,11206,1,1,88.0
36354,0,1,2,1,4,0,0,4,0,16270,0,95,11206,1,1,60.0
8085,0,1,2,1,4,0,1,4,0,16734,0,85,11206,1,1,60.0
49443,0,1,2,1,4,1,1,4,1,16853,0,95,11206,1,1,69.0
48916,0,1,2,2,4,1,0,4,1,16321,1,94,11206,1,1,82.0
48788,19,0,5,1,4,2,1,4,1,15223,0,98,11206,2,2,180.0
3388,0,1,2,1,4,2,1,4,1,16195,1,95,11206,1,1,52.0
8042,19,2,2,1,4,2,1,4,1,15400,0,97,11206,1,1,50.0
34778,0,1,2,1,4,1,1,4,1,16533,0,96,11206,1,1,45.0
49873,0,1,1,1,4,2,1,4,1,16134,0,89,11206,1,1,85.0
65626,25,0,6,2,4,2,1,4,1,16198,0,89,11206,3,3,248.0
64952,0,1,2,2,4,1,1,4,1,15781,0,93,11206,1,1,77.0
48947,0,0,4,1,4,1,1,4,1,15576,0,96,11206,0,2,150.0
65679,0,1,2,1,4,2,1,4,1,15404,1,89,11206,1,1,85.0
34085,0,1,3,1,4,1,0,4,0,16926,1,80,11206,1,1,52.0
54929,0,1,2,1,4,0,1,4,0,17169,1,100,11206,1,1,80.0
61552,0,1,2,2,4,1,1,4,1,16790,0,95,11206,1,1,58.0
24672,0,1,4,1,4,2,1,4,0,17114,0,86,11206,1,3,80.0
14659,0,1,2,1,4,2,1,4,1,15358,1,94,11206,1,1,75.0
17149,25,1,3,2,4,1,1,4,1,17120,1,92,11206,1,2,35.0
61064,0,1,2,1,4,0,0,4,1,17110,1,93,11206,1,1,63.0
34372,0,1,2,4,4,1,1,4,1,17074,1,84,11206,1,1,39.0
55227,0,1,2,1,4,2,1,4,1,16449,0,73,11206,1,1,60.0
17052,0,1,2,1,4,1,1,4,0,16758,0,100,11206,1,2,85.0
4898,0,1,3,1,4,2,1,4,0,17181,1,90,11206,1,2,30.0
24649,0,1,1,1,4,0,0,4,0,16848,0,80,11206,1,1,42.0
34007,10,1,2,1,4,2,1,4,1,15740,0,97,11206,1,1,85.0
62079,0,1,2,1,4,1,1,4,1,16084,1,93,11206,1,1,70.0
29790,0,1,3,1,4,0,0,4,1,17110,1,93,11206,1,1,68.0
17473,0,1,1,1,4,2,1,4,0,16062,1,100,11206,1,1,55.0
61955,0,1,2,1,4,1,1,4,1,16860,0,80,11206,1,1,113.0
61034,25,0,16,1,4,1,1,4,1,16754,1,83,11206,4,6,495.0
61829,0,1,1,1,2,2,1,4,1,15640,0,97,11206,1,1,64.0
17414,0,1,1,1,4,1,1,4,1,16563,0,100,11206,1,1,31.0
35361,0,0,4,1,4,1,1,4,1,16643,0,97,11206,2,2,110.0
15255,0,1,2,1,4,0,0,4,1,16683,0,90,11206,1,1,55.0
30816,0,1,2,2,4,1,1,4,1,15946,0,95,11206,1,1,65.0
60970,0,0,4,1,4,2,1,4,1,15334,0,100,11206,1,2,150.0
16721,0,1,2,1,4,1,1,4,1,15321,0,90,11206,1,1,47.0
56191,0,0,4,1,4,2,1,4,1,16805,0,97,11206,1,2,125.0
56205,19,1,2,1,4,1,1,4,1,15070,0,92,11206,1,1,54.0
60297,0,1,2,2,4,1,1,4,1,17102,0,95,11206,1,1,49.0
34312,16,0,6,1,4,2,1,4,1,16170,0,99,11206,3,4,199.0
60114,0,1,2,1,4,2,1,4,1,15640,0,98,11206,1,1,103.0
30682,0,0,2,1,4,2,1,4,1,16612,0,89,11206,1,2,98.0
5548,0,1,2,1,4,2,1,4,1,15692,0,95,11206,1,1,52.0
56160,0,1,2,1,4,0,1,4,0,16072,0,100,11206,1,1,66.0
26363,16,1,4,3,4,2,1,4,0,16599,1,84,11206,1,2,118.0
30802,25,0,8,1,4,1,1,4,0,17341,1,94,11206,2,4,250.0
60898,0,1,2,1,4,2,1,4,1,16702,0,95,11206,1,1,64.0
55505,0,0,2,1,4,2,1,4,0,16460,0,93,11206,0,1,100.0
60852,0,1,2,1,4,2,1,4,1,15068,1,87,11206,1,1,53.0
30092,0,0,4,1,4,2,1,4,1,16458,1,99,11206,1,2,120.0
5231,16,1,2,2,4,2,1,4,1,16374,1,87,11206,1,1,65.0
60731,19,1,2,1,4,1,0,4,1,14705,0,93,11206,1,1,125.0
16841,0,1,4,1,4,2,1,4,0,17114,0,74,11206,1,2,70.0
56920,0,1,1,1,4,2,1,4,1,16994,1,100,11206,1,1,50.0
35101,16,1,2,1,4,1,1,4,1,15271,1,95,11206,1,1,90.0
14946,0,0,6,1,4,2,1,4,1,15659,1,87,11206,0,4,135.0
60773,16,1,2,2,4,2,1,4,0,16599,1,83,11206,1,1,65.0
35948,0,0,5,1,4,2,1,4,1,15605,0,91,11206,1,3,125.0
57541,0,1,1,1,4,0,0,4,1,16029,1,93,11206,1,1,100.0
57529,0,1,2,1,4,2,1,4,1,15376,0,98,11206,1,1,69.0
63801,0,1,2,1,4,1,1,4,1,16974,0,98,11206,1,1,110.0
63769,10,0,5,1,4,2,1,4,1,15849,0,93,11206,0,3,99.0
63753,0,1,2,1,4,1,1,4,0,17340,0,100,11206,1,1,62.0
7699,0,1,1,1,4,2,1,4,0,16948,0,92,11206,1,1,60.0
4043,0,0,6,1,4,2,1,4,1,15655,0,99,11206,3,3,149.0
4089,0,0,4,1,4,2,1,4,0,16875,0,100,11206,2,2,175.0
4092,0,1,2,2,4,2,1,4,0,17046,0,100,11206,2,1,78.0
26845,10,0,4,1,4,2,1,4,1,15740,0,98,11206,2,2,145.0
18271,0,1,1,1,4,1,1,4,0,16379,1,80,11206,1,1,70.0
4007,0,1,2,1,4,2,1,4,1,15404,1,93,11206,1,1,89.0
52014,0,1,2,1,4,1,1,4,1,15806,0,100,11206,1,1,68.0
51162,0,1,1,1,4,2,1,4,1,16482,0,100,11206,1,1,49.0
50349,0,1,1,1,4,1,0,4,1,15073,0,87,11206,1,1,50.0
50392,0,1,1,1,4,1,0,4,1,16025,0,96,11206,1,1,75.0
50406,0,1,2,1,4,2,1,4,1,15769,0,92,11206,1,1,59.0
18741,0,1,2,1,4,2,1,4,0,16421,1,100,11206,1,1,79.0
7899,25,0,8,1,4,1,1,4,0,17341,1,97,11206,2,4,250.0
50884,0,0,2,1,4,2,1,4,0,16638,0,80,11206,1,1,135.0
64101,0,0,4,1,4,2,1,4,1,17239,1,97,11206,1,2,121.0
7802,0,1,2,1,4,0,0,4,0,16190,0,100,11206,1,1,51.0
7864,0,1,6,1,4,2,1,4,1,17247,1,80,11206,1,3,111.0
24377,25,0,3,1,4,0,1,4,0,16988,1,95,11206,2,2,85.0
29520,0,1,4,1,4,2,1,4,0,17114,0,85,11206,1,2,77.0
14106,19,0,7,1,4,2,1,4,1,16601,1,92,11206,3,4,300.0
53123,0,1,1,1,4,2,0,4,1,15757,0,98,11206,2,2,90.0
53179,0,0,3,2,4,2,1,4,1,15103,0,100,11206,1,1,145.0
17755,0,0,4,1,4,1,1,4,1,15221,0,98,11206,1,1,150.0
53568,0,0,4,1,4,2,0,4,0,16277,0,92,11206,1,1,150.0
53711,0,1,2,1,4,2,1,4,1,16415,0,90,11206,1,1,59.0
53760,0,1,3,1,4,2,1,4,1,16299,1,84,11206,1,2,33.0
53776,0,0,4,1,4,2,1,4,0,16986,0,93,11206,1,2,108.0
25139,16,1,2,2,4,2,1,4,1,16374,1,83,11206,1,1,63.0
16290,16,1,4,1,4,0,1,4,0,16477,1,89,11206,1,2,80.0
57452,0,0,5,1,4,2,1,4,1,15927,0,96,11206,2,2,199.0
63386,0,1,2,1,4,1,1,4,1,17067,1,98,11206,1,1,81.0
52091,0,1,2,1,4,2,1,4,0,16421,1,97,11206,1,1,79.0
52105,25,0,8,2,4,2,1,4,0,17327,1,95,11206,3,3,150.0
15295,0,1,2,1,4,2,0,4,1,16463,0,94,11206,1,1,55.0
16255,19,0,5,1,4,2,1,4,0,17056,1,97,11206,2,3,140.0
63145,16,1,4,1,4,1,1,4,1,15271,1,89,11206,1,2,90.0
18053,0,0,2,1,4,1,1,4,1,15194,0,100,11206,1,1,90.0
31082,0,1,2,1,4,2,1,4,1,16615,0,100,11206,1,1,49.0
52677,0,1,2,1,4,1,1,4,0,15577,0,96,11206,1,1,75.0
52938,0,1,2,1,4,1,1,4,1,15344,1,90,11206,1,1,88.0
8334,19,1,2,1,4,0,1,4,0,16891,1,89,11206,1,1,80.0
37380,25,1,2,2,4,1,1,4,1,17120,1,93,11206,1,1,39.0
28239,0,0,6,1,4,2,1,4,0,16798,0,97,11206,3,3,145.0
42995,0,0,4,1,4,1,1,4,1,16342,0,89,11206,2,2,55.0
23880,0,0,4,1,4,2,1,4,1,15817,0,93,11206,1,2,200.0
28198,0,1,2,1,4,2,1,4,1,15470,0,91,11206,1,1,69.0
42709,0,1,2,1,4,1,1,4,1,15960,1,88,11206,1,2,65.0
43115,0,0,2,1,4,2,1,4,1,16346,0,95,11206,0,2,115.0
37301,16,1,2,1,4,1,1,4,1,14291,1,93,11206,1,1,65.0
1533,16,0,2,1,4,2,1,4,1,16425,0,100,11206,2,2,100.0
21665,0,1,2,1,4,0,1,4,1,16421,0,93,11206,1,1,55.0
1479,0,1,1,1,4,0,1,4,1,16829,0,95,11206,1,1,34.0
9399,0,1,4,1,4,1,1,4,1,15728,0,92,11206,1,2,117.0
1431,0,1,2,1,4,2,1,4,1,15903,0,90,11206,1,1,50.0
11531,0,1,2,1,4,1,0,4,0,16926,1,100,11206,1,1,52.0
28329,0,1,3,1,4,2,0,4,1,16335,1,92,11206,1,2,65.0
42673,0,1,4,1,4,1,1,4,1,16154,0,100,11206,1,2,68.0
41987,0,1,2,2,4,1,1,4,1,16790,0,95,11206,1,1,58.0
41797,19,1,3,1,4,2,1,4,1,15400,0,96,11206,1,2,72.0
58711,0,0,6,1,4,2,1,4,1,15719,0,98,11206,2,3,179.0
41785,0,1,1,1,4,0,1,4,1,16181,1,100,11206,1,1,40.0
11230,0,2,1,1,4,1,1,4,1,16955,1,96,11206,1,1,35.0
41592,0,1,1,1,4,2,1,4,1,16279,0,100,11206,1,1,49.0
11423,16,1,4,1,4,0,1,4,0,16477,1,97,11206,1,2,80.0
74048,19,1,1,1,4,2,0,4,0,16294,0,100,11206,1,1,35.0
69627,0,1,3,1,4,2,1,4,1,16299,1,82,11206,1,2,40.0
42446,0,1,3,1,4,1,1,4,1,16086,0,94,11206,1,1,81.0
37487,0,1,3,1,4,1,1,4,1,15960,1,84,11206,1,1,65.0
42379,0,1,1,1,4,0,1,4,0,17414,0,80,11206,1,1,85.0
42363,16,0,4,1,4,2,1,4,0,16145,0,96,11206,2,3,120.0
9587,0,0,5,1,4,1,1,4,0,17387,1,100,11206,2,2,189.0
31964,0,1,1,2,4,2,0,4,1,15912,0,87,11206,1,1,60.0
73677,0,1,2,1,4,2,1,4,1,15816,0,92,11206,1,1,55.0
68241,0,0,4,1,4,2,1,4,1,15577,0,92,11206,2,2,140.0
21089,0,0,2,1,4,2,1,4,1,15137,0,96,11206,1,1,75.0
21126,0,0,2,1,4,2,1,4,0,16110,0,100,11206,1,1,100.0
21132,0,1,1,1,4,2,1,4,1,16482,0,100,11206,1,1,59.0
44610,0,1,2,1,4,0,1,4,1,15099,1,92,11206,3,2,63.0
44593,0,1,2,1,4,0,1,4,1,16344,0,93,11206,1,1,70.0
68373,0,1,2,1,4,0,1,4,1,16141,0,95,11206,1,1,60.0
44375,0,1,1,1,4,0,1,4,1,16956,0,100,11206,1,1,76.0
68293,19,0,8,1,4,2,1,4,0,17264,1,80,11206,0,4,143.0
31747,0,0,6,2,4,1,1,4,1,15384,1,100,11206,3,3,180.0
33009,0,0,2,1,4,2,1,4,1,16418,0,79,11206,0,1,79.0
9032,0,1,2,1,4,2,1,4,0,17059,0,100,11206,1,1,60.0
9035,0,1,1,1,4,2,1,4,0,15670,0,100,11206,1,1,79.0
27189,0,1,2,1,4,2,1,4,1,16678,0,84,11206,1,1,49.0
37063,0,0,6,3,4,2,1,4,1,16361,0,97,11206,3,4,375.0
68038,0,0,6,1,4,2,1,4,1,16154,0,100,11206,2,3,221.0
2016,0,1,4,1,4,2,1,4,1,16751,0,97,11206,1,2,74.0
2012,16,0,2,1,4,2,1,4,0,15521,1,93,11206,1,1,98.0
37043,0,1,1,1,4,2,1,4,1,16907,0,100,11206,1,1,50.0
11940,0,1,2,1,4,1,1,4,0,17043,1,93,11206,1,1,55.0
68521,0,1,1,2,4,0,0,4,1,15576,1,100,11206,1,1,114.0
43731,0,0,4,1,3,2,1,4,0,17036,0,95,11206,1,2,145.0
43721,0,0,3,1,4,2,1,4,1,15577,0,97,11206,1,2,110.0
43741,0,1,2,1,4,2,1,4,0,15512,0,94,11206,1,1,70.0
1555,20,1,2,1,4,2,1,4,1,16599,0,89,11206,1,1,70.0
15496,0,0,2,1,4,1,0,4,1,16460,1,100,11206,1,1,200.0
43852,0,0,4,1,4,1,1,4,1,15505,0,96,11206,1,2,175.0
21355,0,1,1,1,4,1,1,4,1,15960,1,80,11206,1,1,65.0
11707,0,1,2,1,4,2,1,4,1,17337,1,86,11206,1,1,55.0
43954,16,1,2,1,4,1,1,4,0,15857,0,93,11206,1,1,60.0
6259,16,1,2,1,4,0,0,4,0,16084,1,100,11206,1,1,60.0
9813,19,1,2,1,4,1,1,4,1,15070,0,99,11206,1,2,60.0
25870,0,0,4,1,4,1,1,4,1,15659,0,96,11206,1,2,109.0
332,0,0,2,1,4,1,1,4,0,17130,1,100,11206,0,1,85.0
72576,0,1,2,1,4,2,1,4,0,17181,1,93,11206,1,1,30.0
10295,0,0,3,1,4,2,1,4,1,15106,0,81,11206,1,2,120.0
10308,0,1,2,1,4,0,1,4,1,17213,0,95,11206,1,2,80.0
25767,0,0,2,1,4,2,1,4,1,16088,0,91,11206,1,1,90.0
10316,0,0,5,1,4,2,1,4,0,16961,1,100,11206,2,2,198.0
23134,0,1,2,1,4,1,1,4,0,17106,1,96,11206,1,1,54.0
38065,0,0,2,1,4,2,1,4,1,15292,0,89,11206,1,1,99.0
10801,0,1,1,1,4,1,1,4,1,16955,1,93,11206,1,1,51.0
363,0,1,2,1,4,0,1,4,0,16937,1,93,11206,1,1,111.0
15584,16,1,2,2,4,2,1,4,1,16374,1,87,11206,1,1,70.0
71088,0,0,2,1,4,2,1,4,1,16357,0,76,11206,0,1,85.0
423,16,1,1,1,4,1,1,4,1,14291,1,93,11206,1,1,55.0
386,0,1,2,1,4,2,1,4,1,16301,0,95,11206,1,1,70.0
58971,0,0,3,1,4,2,1,4,1,16295,0,100,11206,1,1,115.0
27766,0,1,2,1,4,0,0,4,0,16495,0,100,11206,1,1,50.0
71129,0,1,1,1,4,2,1,4,0,15670,0,96,11206,1,1,90.0
71076,16,1,4,1,4,0,1,4,0,16477,1,96,11206,1,2,85.0
39114,0,0,3,1,4,2,1,4,1,15020,1,93,11206,2,2,115.0
10382,0,1,2,1,4,0,0,4,1,15240,1,94,11206,1,2,100.0
71955,0,1,3,1,4,2,0,4,1,15584,0,98,11206,1,2,85.0
72085,0,0,4,1,4,1,1,4,1,16192,0,80,11206,1,2,77.0
38326,0,1,2,1,4,1,1,4,1,16517,0,98,11206,1,2,76.0
72140,0,1,2,1,4,0,1,4,0,16472,0,95,11206,1,1,75.0
10429,0,1,2,1,4,1,0,4,0,16412,0,100,11206,1,1,85.0
38300,0,1,2,1,4,2,1,4,1,15404,0,88,11206,1,1,70.0
6190,0,1,3,3,4,2,0,4,1,15584,0,96,11206,1,2,85.0
23396,0,0,5,1,4,1,1,4,1,15960,1,92,11206,1,2,115.0
10375,0,1,1,2,4,2,1,4,1,16399,1,97,11206,1,1,50.0
23293,0,1,3,1,4,1,1,4,0,16099,0,99,11206,1,2,70.0
38767,0,1,2,1,4,2,1,4,1,15503,1,98,11206,1,1,126.0
71810,0,1,2,2,4,1,1,4,1,15781,0,90,11206,1,1,93.0
38656,4,1,4,1,4,1,1,4,1,16175,1,83,11206,2,1,95.0
152,0,1,2,1,4,0,1,4,1,16665,0,98,11206,1,1,35.0
30494,0,1,2,1,4,1,0,4,1,16534,0,93,11206,1,1,50.0
440,0,1,2,1,4,2,1,4,1,16369,0,93,11206,1,1,70.0
32083,0,1,2,2,4,2,1,4,1,16698,0,94,11206,1,1,55.0
792,0,1,1,1,4,1,1,4,1,15079,1,97,11206,1,1,45.0
22463,0,1,2,1,4,2,1,4,0,16072,0,100,11206,1,1,65.0
41083,0,1,2,1,4,2,1,4,1,15637,0,91,11206,1,1,89.0
70503,0,1,1,1,4,1,1,4,1,15642,1,90,11206,1,1,95.0
40807,0,0,4,1,4,2,1,4,1,16022,0,79,11206,1,2,120.0
73387,0,1,2,2,4,1,1,4,1,17102,0,96,11206,1,1,49.0
32098,0,0,2,1,4,2,1,4,1,15509,0,97,11206,1,1,185.0
41216,0,1,1,1,4,2,1,4,1,16776,0,100,11206,1,1,76.0
41507,0,1,2,1,4,2,1,4,1,15380,0,87,11206,1,1,70.0
70214,0,1,2,1,4,1,1,4,1,16642,0,73,11206,1,1,80.0
37649,0,0,4,2,4,2,1,4,1,16755,0,88,11206,2,2,150.0
26515,0,1,2,1,4,0,0,4,1,16051,0,100,11206,1,1,60.0
70288,19,1,2,1,4,1,1,4,0,16308,0,100,11206,1,1,95.0
41123,19,0,5,1,4,2,1,4,1,16581,0,98,11206,3,3,250.0
41368,0,0,4,1,4,0,1,4,1,16570,0,98,11206,2,2,175.0
25913,0,0,2,1,4,1,1,4,1,15570,1,100,11206,1,1,105.0
59075,0,1,2,2,4,0,1,4,1,16072,0,89,11206,1,1,75.0
15658,0,0,4,1,4,1,0,4,1,15254,1,93,11206,1,1,129.0
39883,0,1,4,1,4,1,1,4,1,15271,1,93,11206,1,2,100.0
72948,0,1,2,1,4,2,1,4,0,16077,1,98,11206,1,1,92.0
58846,0,1,1,1,4,1,0,4,1,15474,1,91,11206,1,1,38.0
70833,19,1,1,1,4,2,1,4,1,15718,0,84,11206,1,1,48.0
37798,16,1,2,1,4,1,1,4,1,14291,1,93,11206,1,1,55.0
22664,0,0,2,1,4,2,1,4,1,15300,0,91,11206,1,1,99.0
70672,0,1,2,1,4,2,1,4,1,15512,0,94,11206,1,1,77.0
59040,0,2,2,1,3,2,1,4,1,16462,0,97,11206,1,1,60.0
22709,0,1,2,1,4,0,1,4,0,16734,0,85,11206,1,1,50.0
40278,0,1,1,1,4,1,0,4,1,16239,1,96,11206,1,1,50.0
10959,0,1,1,2,4,2,0,4,1,15908,0,100,11206,1,1,33.0
37865,0,1,2,1,4,0,0,4,1,16391,1,97,11206,1,1,75.0
60036,0,1,2,1,4,2,1,4,1,15995,0,91,11206,1,1,69.0
8704,0,1,2,1,4,2,1,4,0,17326,1,93,11206,1,1,70.0
2345,0,1,1,1,4,2,0,4,1,15491,0,97,11206,1,1,50.0
46699,0,1,2,1,4,1,1,4,1,15992,1,100,11206,1,1,70.0
46696,0,1,2,1,4,1,1,4,1,15505,0,100,11206,1,1,79.0
36740,0,1,1,1,2,2,1,4,1,15757,0,94,11206,1,1,55.0
57901,0,1,2,1,4,0,1,4,1,16665,0,90,11206,1,1,50.0
67486,0,1,2,1,4,2,1,4,1,15769,0,95,11206,1,1,59.0
5842,0,1,1,1,4,1,1,4,1,16655,0,100,11206,1,1,60.0
15950,0,1,1,1,4,0,0,4,0,17353,1,100,11206,1,1,42.0
66650,0,1,1,2,4,2,1,4,0,16749,0,100,11206,1,1,40.0
45876,14,1,2,1,4,1,1,4,1,15121,1,89,11206,1,1,80.0
12792,0,1,3,1,4,2,0,4,1,15584,0,97,11206,1,2,110.0
2258,25,1,5,2,4,1,1,4,1,17120,1,92,11206,1,2,45.0
36589,0,0,3,1,4,1,0,4,0,14880,0,94,11206,1,2,150.0
2831,0,1,2,1,4,0,1,4,1,16084,0,100,11206,1,1,55.0
47969,0,1,2,1,4,2,1,4,1,14924,0,100,11206,1,1,70.0
19930,0,0,2,1,4,2,1,4,1,16082,0,100,11206,1,1,71.0
47910,16,1,2,2,4,2,1,4,0,16599,1,82,11206,1,2,70.0
46444,0,1,2,1,4,0,0,4,1,15765,0,100,11206,1,1,50.0
46461,0,1,2,1,4,2,1,4,1,16528,1,100,11206,1,1,70.0
46485,0,1,2,1,4,1,1,4,0,17288,0,100,11206,1,1,70.0
47893,0,0,2,1,4,2,1,4,1,15936,0,94,11206,1,1,140.0
67093,0,1,2,1,4,2,0,4,1,15696,0,92,11206,1,1,65.0
2489,19,1,2,1,4,2,1,4,1,15976,0,91,11206,1,1,50.0
20364,0,1,2,2,4,1,1,4,1,16790,0,93,11206,1,1,72.0
19837,0,1,1,1,4,2,1,4,1,15719,0,100,11206,1,1,38.0
66091,0,1,2,1,4,1,1,4,1,16231,1,84,11206,1,1,99.0
25442,0,1,1,1,4,2,0,4,0,16809,0,100,11206,1,1,36.0
67033,0,1,4,1,4,1,1,4,1,16154,0,96,11206,2,2,72.0
59349,0,1,4,1,4,1,0,4,1,16270,0,100,11206,2,3,75.0
67174,0,1,4,1,4,2,1,4,1,15577,0,90,11206,1,2,78.0
20530,16,0,3,1,4,1,1,4,1,16225,0,80,11206,2,2,125.0
48038,0,0,3,1,4,1,1,4,0,15898,0,75,11206,1,1,140.0
46315,0,1,1,1,4,0,1,4,1,15929,1,100,11206,1,1,40.0
19814,0,1,3,3,4,2,1,4,1,16168,0,78,11206,1,2,75.0
66764,0,1,2,1,4,1,0,4,1,16176,0,98,11206,1,1,69.0
47088,0,0,2,1,4,1,1,4,1,15299,0,100,11206,1,1,67.0
45490,0,0,5,1,4,2,1,4,1,15545,0,97,11206,2,2,200.0
66761,16,1,2,1,4,0,0,4,0,16084,1,100,11206,0,1,75.0
36726,0,1,2,1,4,0,1,4,1,16941,1,100,11206,4,1,40.0
8308,0,1,2,1,4,2,1,4,0,16302,0,94,11206,1,1,55.0
33069,0,1,2,1,4,0,0,4,1,16780,0,92,11206,1,1,59.0
24119,0,0,3,1,4,0,0,4,1,15501,0,88,11206,1,1,100.0
20185,0,0,4,1,4,1,1,4,1,15676,0,95,11206,2,2,159.0
36398,0,1,3,1,4,0,1,4,0,17366,0,100,11206,1,1,65.0
65714,16,1,3,2,4,2,1,4,1,16374,1,86,11206,1,2,80.0
2123,0,2,1,1,4,2,1,4,0,17181,1,81,11206,1,1,20.0
59337,0,1,1,1,4,2,0,4,1,16147,0,100,11206,1,1,35.0
33374,0,1,1,1,4,2,1,4,1,16575,0,95,11206,1,1,70.0
8653,0,1,3,1,4,2,0,4,1,16335,1,92,11206,1,2,53.0
47025,0,1,4,1,4,2,1,4,0,17114,0,79,11206,1,3,70.0
65896,0,0,10,2,4,2,1,4,1,14908,1,98,11206,4,4,260.0
58014,0,1,1,1,4,0,0,4,1,16186,0,100,11206,1,1,70.0
24218,16,1,5,2,4,2,1,4,0,16599,1,77,11206,1,3,103.0
47232,19,0,4,1,4,2,1,4,1,15632,0,95,11206,1,3,162.0
2721,19,1,2,1,2,2,1,4,1,16545,1,93,11206,1,1,65.0
48442,0,0,3,1,4,2,1,4,1,15231,0,91,11206,1,1,105.0
36454,0,1,2,1,4,1,1,4,1,14795,0,89,11206,1,1,53.0
45695,0,1,2,1,4,1,0,4,0,14880,0,97,11206,1,1,90.0
55284,0,1,2,1,4,0,0,4,0,17157,0,84,11206,1,2,43.0
17249,0,1,2,1,4,2,1,4,1,16195,0,95,11206,1,1,87.0
37752,0,1,1,1,4,1,1,4,1,15321,0,89,11206,1,1,63.0
65296,0,1,1,1,4,0,1,4,1,16326,1,100,11206,1,1,60.0
66689,0,0,2,1,4,0,1,4,0,17357,1,100,11206,1,1,120.0
34175,0,0,4,1,4,1,0,4,1,16801,0,87,11206,2,2,248.0
36682,0,0,3,1,4,0,1,4,1,15859,0,100,11206,1,1,160.0
35302,0,1,2,1,4,1,1,4,1,15461,0,92,11206,1,1,62.0
40127,0,1,2,1,4,1,1,4,1,15733,1,90,11206,1,1,75.0
780,0,1,2,1,4,2,1,4,1,15640,0,97,11206,1,1,75.0
47845,0,0,3,1,4,1,1,4,1,15658,1,92,11206,0,1,95.0
526,0,1,2,2,4,1,1,4,1,15797,0,90,11206,1,1,89.0
11085,0,1,2,1,4,1,1,4,0,16219,0,100,11206,1,1,80.0
64919,0,2,3,1,4,1,0,4,0,16147,0,87,11206,1,3,80.0
41430,0,1,2,1,4,1,1,4,1,15667,0,80,11206,1,1,65.0
70955,0,0,2,1,4,2,1,4,1,15667,0,86,11206,1,1,100.0
3359,19,2,1,1,1,2,1,4,1,16545,1,94,11206,1,1,45.0
40907,0,1,2,1,4,0,1,4,1,16084,0,93,11206,1,1,45.0
61747,0,1,2,2,4,2,1,4,1,16143,0,93,11206,1,1,65.0
35212,0,0,2,1,4,0,0,4,1,15434,0,93,11206,0,1,75.0
41417,0,0,3,1,4,1,1,4,0,17108,1,98,11206,1,1,109.0
55349,10,0,5,1,4,1,1,4,0,16683,1,100,11206,2,2,185.0
32542,0,1,2,1,4,2,0,4,1,15240,0,97,11206,1,1,119.0
47575,0,0,2,1,4,2,1,4,1,15587,0,94,11206,1,1,125.0
58006,0,1,2,1,4,0,0,4,0,17157,0,60,11206,1,1,50.0
24827,0,1,1,2,4,2,0,4,0,16476,0,85,11206,1,1,59.0
15696,0,1,1,1,4,0,1,4,1,15770,0,91,11206,1,1,54.0
28868,0,0,2,1,4,2,0,4,1,15199,0,95,11206,1,1,140.0
