,host_since,host_identity_verified,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,beds,instant_bookable,review_scores_rating,zipcode,bedrooms
7328,17311,0,0,0,7,2,4,2,1,4,4,0,90,10026,2
7329,16008,1,0,0,2,1,4,2,1,4,1,0,97,10026,2
7330,16791,0,25,1,3,0,4,0,0,4,2,0,70,10026,1
7331,15877,0,0,0,5,1,4,2,1,4,2,1,91,10026,1
7332,17140,0,25,0,4,1,4,2,1,4,2,0,99,10026,1
7333,17016,1,0,0,4,1,4,2,1,4,2,0,94,10026,1
7334,16169,1,0,1,1,1,4,1,1,4,1,0,100,10026,1
7335,15418,1,0,0,2,1,4,2,1,4,1,0,89,10026,1
7336,15233,0,10,0,5,1,4,2,1,4,3,1,80,10026,1
7337,15179,0,0,1,2,1,4,2,1,4,1,0,91,10026,1
7338,14900,1,16,1,2,1,4,1,1,4,1,0,98,10026,1
7339,16594,1,0,1,2,1,4,1,1,4,1,1,96,10026,1
7340,14975,1,1,1,2,1,4,1,0,4,1,0,94,10026,1
7341,16342,1,0,0,4,1,4,1,1,4,3,0,98,10026,1
7342,17197,0,25,0,4,1,4,2,1,4,2,1,100,10026,1
7343,15551,1,0,0,4,1,4,2,1,4,5,0,90,10026,2
7344,16277,0,0,0,3,1,4,2,0,4,2,1,100,10026,2
7345,16218,1,0,1,1,1,4,0,0,4,1,1,100,10026,1
7346,15861,1,0,1,2,1,4,2,1,4,1,0,88,10026,1
7347,15678,1,0,0,3,1,4,1,1,4,1,0,96,10026,1
7348,15829,1,0,1,2,1,4,0,0,4,1,0,93,10026,1
7349,15243,1,0,1,2,1,4,2,1,4,1,0,100,10026,1
7350,16357,1,0,1,2,1,4,0,0,4,1,1,90,10026,1
7351,15461,1,0,1,2,1,4,2,1,4,1,0,93,10026,1
7352,14128,1,0,1,3,1,4,2,1,4,2,0,91,10026,1
7353,16340,1,0,1,2,1,4,2,1,4,1,1,98,10026,1
7354,16475,1,0,0,4,1,4,2,1,4,1,0,93,10026,1
7355,16082,1,0,1,1,1,4,0,1,4,1,0,100,10026,1
7356,15665,1,0,0,2,1,4,2,0,4,1,0,100,10026,1
7357,16750,1,0,0,1,1,3,0,0,4,1,1,91,10026,0
7358,16933,1,0,1,2,1,4,2,1,4,1,0,96,10026,1
7359,16420,1,0,0,4,1,4,2,1,4,1,0,90,10026,1
7360,14964,1,25,0,4,1,4,2,1,4,2,1,99,10026,1
7361,16768,1,0,0,6,2,4,2,1,4,4,1,94,10026,2
7362,16228,0,0,0,2,2,4,0,1,4,1,0,100,10026,1
7363,16221,1,0,0,2,1,4,1,0,4,1,0,86,10026,1
7364,17285,1,0,1,4,1,4,2,1,4,2,1,87,10026,1
7365,16889,1,0,1,2,1,4,1,0,4,1,0,94,10026,1
7366,15735,0,0,1,3,1,4,2,0,4,1,0,94,10026,1
7367,15783,1,0,2,2,1,3,1,1,4,1,0,94,10026,1
7368,15165,1,0,1,2,1,4,2,1,4,1,0,100,10026,1
7369,16149,1,16,0,6,2,4,2,1,4,5,0,100,10026,3
7370,16733,0,0,0,3,1,4,2,0,4,2,0,95,10026,2
7371,15528,1,0,0,4,1,4,1,1,4,2,0,80,10026,1
7372,16301,1,0,0,2,1,4,2,1,4,1,0,93,10026,0
7373,14911,1,0,2,1,1,4,2,1,4,1,0,93,10026,1
7374,15872,1,0,0,2,1,4,0,1,4,1,0,100,10026,1
7375,17275,1,0,0,2,1,4,1,1,4,1,1,95,10026,0
7376,15117,1,0,0,4,1,4,2,1,4,2,0,97,10026,2
7377,15627,1,0,1,2,1,4,2,1,4,1,1,98,10026,1
7378,16771,0,0,0,6,1,4,1,1,4,3,0,91,10026,3
7379,16290,1,0,1,2,1,4,2,1,4,1,0,100,10026,1
7380,16727,1,0,0,4,1,4,2,1,4,2,0,97,10026,1
7381,16527,0,19,0,3,2,4,2,1,4,2,0,95,10026,2
7382,15281,1,0,1,1,1,4,2,1,4,1,1,97,10026,1
7383,15131,1,0,0,4,1,4,2,1,4,2,0,90,10026,1
7384,15766,1,0,1,2,1,3,1,1,4,1,0,97,10026,1
7385,15186,1,0,0,2,1,4,0,0,4,1,0,100,10026,1
7386,15995,1,0,0,5,1,4,1,1,4,3,0,83,10026,3
7387,15927,1,0,1,2,1,4,2,1,4,1,0,95,10026,1
7388,15232,1,0,1,2,1,4,2,1,4,1,1,97,10026,1
7389,14875,1,0,1,1,1,1,2,1,4,1,0,97,10026,0
7390,16342,1,0,1,1,1,4,2,0,4,1,0,100,10026,1
7391,16399,1,0,0,8,2,4,2,1,4,5,1,92,10026,2
7392,15018,1,0,0,4,1,4,1,1,4,3,0,87,10026,2
7393,15779,1,0,1,4,1,4,2,1,4,3,0,93,10026,1
7394,16921,0,0,1,2,1,4,2,1,4,1,0,100,10026,1
7395,16175,1,0,0,4,1,4,1,1,4,2,0,99,10026,1
7396,16729,0,0,1,2,1,4,0,1,4,1,0,97,10026,1
7397,16558,1,0,0,3,1,4,0,1,4,3,0,100,10026,0
7398,15418,1,0,1,2,1,2,2,1,4,1,0,98,10026,1
7399,14859,1,0,1,2,1,4,2,1,4,1,0,96,10026,1
7400,15198,1,0,0,4,1,4,2,1,4,1,0,94,10026,1
7401,16589,0,0,1,2,1,4,0,0,4,1,0,98,10026,1
7402,17325,0,0,0,4,1,4,1,1,4,1,1,96,10026,1
7403,16250,1,25,0,4,1,4,2,0,4,2,0,95,10026,1
7404,16295,1,0,0,3,1,4,0,1,4,2,0,98,10026,1
7405,15465,1,0,1,2,1,4,2,1,4,1,1,97,10026,1
7406,15699,1,0,0,6,1,4,1,1,4,3,0,95,10026,2
7407,16193,0,20,1,2,1,4,0,0,4,1,1,100,10026,1
7408,15179,0,0,1,2,1,4,1,1,4,1,0,93,10026,1
7409,16904,0,25,0,3,1,4,2,0,4,2,0,94,10027,1
7410,15634,0,0,1,1,1,4,2,0,4,1,0,80,10027,1
7411,17409,0,25,1,2,1,4,2,1,4,1,1,90,10027,0
7412,16243,1,0,0,5,1,4,1,1,4,3,1,90,10027,1
7413,15792,1,0,0,3,1,4,0,1,4,1,0,93,10027,0
7414,16020,1,0,0,3,1,4,0,1,4,2,1,85,10027,1
7415,15776,1,0,0,4,1,4,2,1,4,2,0,85,10027,1
7416,16714,1,16,1,2,1,4,2,0,4,1,0,93,10027,1
7417,15659,1,0,0,2,1,4,2,1,4,1,0,100,10027,1
7418,16941,0,0,1,3,2,4,2,1,4,2,0,91,10027,1
7419,15406,1,0,1,1,1,4,1,1,4,1,0,97,10027,1
7420,15704,1,0,1,2,1,4,1,0,4,1,0,85,10027,1
7421,15646,1,0,0,2,1,4,0,1,4,1,1,90,10027,1
7422,17313,0,10,1,2,1,4,0,0,4,1,1,100,10027,1
7423,15688,1,0,1,3,1,4,2,1,4,2,1,97,10027,1
7424,16111,1,0,1,1,1,4,1,0,4,1,0,100,10027,2
7425,16299,1,0,1,2,1,4,2,1,4,1,0,91,10027,1
7426,16402,1,0,1,2,1,4,0,1,4,1,0,99,10027,1
7427,16874,1,0,0,2,1,4,2,1,4,1,0,97,10027,1
7428,15382,0,0,0,7,2,4,2,1,4,4,0,89,10027,2
7429,16857,1,0,0,8,1,4,2,1,4,4,1,92,10027,2
7430,16122,1,0,1,2,1,4,2,1,4,2,0,95,10027,1
7431,16860,0,0,0,3,1,4,1,1,4,2,0,90,10027,0
7432,15587,1,0,0,4,1,4,2,1,4,2,0,100,10027,2
7433,16553,0,0,1,2,1,4,1,1,4,1,0,96,10027,1
7434,17014,1,0,0,3,1,4,0,1,4,1,0,98,10027,1
7435,16444,1,0,1,2,1,4,1,1,4,1,0,97,10027,1
7436,15004,1,0,0,6,2,4,2,1,4,3,0,96,10027,2
7437,15160,1,0,1,2,1,2,1,1,4,1,0,97,10027,1
7438,17378,0,0,1,2,1,4,0,0,4,1,1,95,10027,1
7439,15972,0,0,1,2,1,4,2,1,4,1,0,100,10027,1
7440,17036,0,25,0,4,1,4,2,1,4,2,1,98,10027,1
7441,15930,1,0,0,6,1,4,1,1,4,2,0,90,10027,2
7442,16039,1,0,0,3,1,4,0,0,4,2,0,87,10027,2
7443,16685,1,0,1,2,1,4,1,1,4,1,0,100,10027,1
7444,16329,1,0,1,2,1,4,1,1,4,1,0,98,10027,1
7445,17313,0,10,1,1,1,4,0,0,4,1,0,100,10027,1
7446,17415,0,0,1,2,1,4,0,1,4,1,1,100,10027,1
7447,17358,0,0,1,3,1,4,0,1,4,2,1,100,10027,1
7448,16329,1,0,1,2,1,4,1,1,4,1,0,96,10027,1
7449,15956,1,16,1,4,1,4,2,1,4,3,1,87,10027,0
7450,15697,1,0,0,4,1,4,1,1,4,2,0,94,10027,1
7451,16884,1,25,1,2,2,4,2,1,4,1,0,91,10027,1
7452,17105,1,16,0,6,2,4,0,1,4,3,0,100,10027,3
7453,16884,1,25,1,2,1,4,2,1,4,1,1,100,10027,2
7454,16803,1,0,1,2,1,4,2,1,4,1,0,98,10027,1
7455,16870,1,0,1,2,1,4,2,1,4,1,0,95,10027,1
7456,16815,0,0,1,2,2,4,2,1,4,1,0,100,10027,1
7457,15892,1,0,1,2,1,4,2,1,4,1,0,91,10027,1
7458,14889,1,0,0,3,1,4,1,1,4,2,0,95,10027,1
7459,15564,1,3,1,2,2,4,2,1,4,1,1,92,10027,1
7460,15193,0,0,1,2,2,4,2,1,4,1,1,87,10027,1
7461,15703,1,0,0,7,2,4,2,1,4,4,0,95,10027,4
7462,16645,0,0,0,7,1,4,2,1,4,4,1,90,10027,3
7463,16934,0,0,1,2,1,4,2,0,4,2,1,96,10027,1
7464,15968,1,0,0,4,1,4,1,1,4,2,0,99,10027,2
7465,17358,0,0,1,3,1,4,0,1,4,2,1,100,10027,1
7466,16992,0,0,0,4,1,4,0,0,4,2,0,87,10027,2
7467,16214,1,0,1,2,1,4,0,0,4,1,0,99,10027,1
7468,15949,1,0,0,4,1,4,2,1,4,2,0,93,10027,1
7469,15626,1,0,1,2,1,4,0,0,4,1,0,86,10027,1
7470,15272,1,0,1,2,1,4,2,1,4,1,0,91,10027,1
7471,15523,0,16,1,2,1,4,0,1,4,1,0,98,10027,1
7472,17268,0,0,1,1,1,4,1,1,4,1,1,98,10027,1
7473,16246,1,0,0,2,1,0,2,1,4,1,1,96,10027,0
7474,15488,1,0,1,2,1,4,2,1,4,1,0,95,10027,1
7475,16832,1,0,1,3,1,4,2,1,4,3,1,92,10027,1
7476,17116,0,0,0,4,1,4,0,1,4,2,1,80,10027,1
7477,15999,1,0,0,5,2,4,2,1,4,2,0,87,10027,2
7478,15964,1,0,0,6,1,4,2,1,4,1,0,95,10027,1
7479,17327,0,0,1,1,1,4,0,0,4,1,1,99,10027,1
7480,15956,1,16,1,4,1,4,2,1,4,3,1,93,10027,1
7481,16378,1,0,1,2,1,4,2,1,4,1,0,100,10027,1
7482,15715,1,0,0,3,1,4,2,1,4,1,0,80,10027,1
7483,16242,1,0,1,1,1,4,2,0,4,1,1,96,10027,1
7484,16941,0,0,1,2,2,4,2,1,4,1,0,85,10027,1
7485,14943,1,0,1,2,1,4,2,1,4,1,1,89,10027,1
7486,16930,1,0,1,2,1,4,1,1,4,1,0,99,10027,1
7487,16862,0,25,0,7,3,4,1,0,4,4,0,98,10027,3
7488,16659,1,0,0,4,1,4,2,1,4,2,0,97,10027,1
7489,15962,1,0,0,2,1,4,2,1,4,1,0,87,10027,0
7490,16565,1,0,1,1,1,4,2,1,4,1,0,92,10027,1
7491,15476,1,0,1,1,1,4,2,1,4,1,1,100,10027,1
7492,15895,1,25,0,2,1,4,2,1,4,1,0,97,10027,1
7493,15378,0,0,2,3,1,2,2,1,4,1,0,97,10027,1
7494,15704,1,0,1,2,1,4,1,0,4,1,0,87,10027,1
7495,15706,1,0,0,2,1,4,1,1,4,1,0,93,10027,0
7496,16475,1,0,1,1,1,4,2,0,4,1,1,91,10027,1
7497,16548,0,0,1,2,1,4,2,1,4,1,1,86,10027,1
7498,15612,1,0,1,3,1,4,2,1,4,1,0,95,10027,1
7499,14747,0,16,0,8,1,4,2,1,4,2,0,91,10027,2
7500,16139,0,0,0,2,1,4,2,1,4,2,0,80,10027,1
7501,15895,1,20,0,4,1,4,2,1,4,3,0,98,10027,1
7502,15528,1,0,1,2,1,4,2,1,4,1,0,100,10027,1
7503,16344,0,0,0,2,1,4,2,0,4,1,0,97,10027,1
7504,17111,1,0,1,2,1,4,2,1,4,1,0,100,10027,1
7505,16504,1,0,1,2,1,4,0,1,4,1,0,98,10027,1
7506,16929,1,0,0,5,1,4,1,1,4,2,0,96,10027,2
7507,17379,0,20,0,2,1,4,2,0,4,1,1,100,10027,0
7508,15663,1,0,0,2,1,4,1,1,4,1,0,100,10027,1
7509,16662,1,0,1,2,2,4,1,1,4,1,0,94,10027,1
7510,15867,1,25,0,6,1,4,2,1,4,4,0,97,10027,2
7511,16447,1,0,1,1,1,4,0,0,4,1,0,100,10027,1
7512,15706,0,0,0,7,1,4,2,1,4,4,1,88,10027,3
7513,16014,1,0,0,3,1,4,2,1,4,2,0,78,10027,1
7514,15507,1,0,1,2,1,4,2,0,4,1,0,100,10027,1
7515,15651,1,0,0,7,2,4,2,1,4,5,0,98,10027,2
7516,16768,1,0,1,2,1,4,0,1,4,1,0,95,10027,1
7517,16993,1,0,0,8,1,4,2,1,4,5,1,84,10027,2
7518,14889,1,0,1,3,1,4,1,1,4,2,1,95,10027,1
7519,15160,1,0,0,5,1,2,1,1,4,3,0,98,10027,3
7520,17255,0,0,0,2,1,4,1,1,4,1,0,95,10027,1
7521,16943,1,25,0,12,3,4,2,1,4,7,0,85,10027,4
7522,16548,0,0,1,2,2,4,2,1,4,1,1,95,10027,3
7523,15968,1,7,1,1,1,4,1,0,4,1,0,100,10027,1
7524,15528,1,0,1,2,1,4,2,1,4,1,0,93,10027,1
7525,16815,0,0,1,2,2,4,2,1,4,1,0,100,10027,1
7526,17040,1,0,2,2,1,0,1,1,4,1,0,90,10027,1
7527,16886,1,0,1,2,1,4,1,0,4,1,0,97,10027,1
7528,17034,0,0,1,2,1,4,2,1,4,1,0,99,10027,1
7529,15839,1,0,0,2,1,4,1,1,4,1,0,89,10027,1
7530,15648,0,0,0,2,1,4,2,1,4,2,0,90,10027,1
7531,16649,1,0,0,4,1,4,2,1,4,2,1,99,10027,1
7532,14488,1,0,1,2,1,4,2,1,4,1,0,89,10027,1
7533,17116,0,0,0,5,1,4,0,1,4,3,1,88,10027,1
7534,15692,1,0,1,2,1,4,1,1,4,1,0,95,10027,1
7535,16797,1,0,0,4,1,4,2,1,4,1,1,85,10027,1
7536,16329,1,0,1,2,1,4,1,1,4,1,0,96,10027,1
7537,17378,0,0,0,4,1,4,1,1,4,3,0,100,10027,2
7538,16232,1,0,1,2,1,4,2,0,4,1,0,89,10027,1
7539,17250,1,0,0,1,1,4,2,1,4,1,1,100,10027,1
7540,16060,1,0,1,2,1,4,2,0,4,1,0,99,10027,1
7541,16720,1,0,1,1,1,0,0,0,4,1,0,100,10027,2
7542,16522,1,0,0,2,1,4,0,0,4,2,0,95,10027,1
7543,16653,0,19,0,16,1,4,2,1,4,1,0,100,10027,0
7544,16596,1,0,1,1,1,4,2,1,4,1,0,98,10027,1
7545,15940,1,0,0,4,1,4,1,0,4,3,0,100,10027,1
7546,15864,1,0,1,2,1,4,1,0,4,1,0,93,10027,1
7547,15341,1,16,0,6,2,4,2,1,4,3,0,99,10027,3
7548,16196,0,25,1,3,1,4,2,1,4,3,0,100,10027,0
7549,15011,1,0,1,2,1,4,1,1,4,1,0,100,10027,1
7550,17123,0,0,0,4,1,4,2,1,4,2,0,94,10027,2
7551,15843,1,0,0,4,1,4,2,1,4,2,0,100,10027,0
7552,16015,1,16,0,12,5,4,2,1,4,8,0,99,10027,5
7553,15918,1,0,1,2,1,4,2,1,4,1,0,89,10027,1
7554,15868,1,0,1,2,1,4,1,0,4,1,0,93,10027,1
7555,17116,0,0,0,5,1,4,0,1,4,3,1,91,10027,1
7556,16733,0,0,1,2,1,4,0,0,4,1,0,60,10027,1
7557,14302,1,0,2,2,1,3,0,1,4,1,0,100,10027,1
7558,16132,1,0,1,1,1,4,1,0,4,1,1,100,10027,0
7559,16243,1,0,0,7,1,4,1,1,4,4,1,93,10027,1
7560,16653,0,0,0,8,2,4,2,1,4,6,0,90,10027,2
7561,16613,1,0,1,2,1,4,1,1,4,1,0,95,10027,1
7562,16553,0,0,0,6,1,4,1,1,4,3,0,96,10027,2
7563,16712,0,0,1,1,2,4,0,0,4,1,1,85,10027,1
7564,15074,1,0,0,4,1,4,2,1,4,1,0,90,10027,1
7565,16536,0,0,1,2,1,4,0,1,4,1,1,93,10027,1
7566,14895,0,0,1,2,1,4,2,0,4,1,0,96,10027,1
7567,15887,0,0,0,2,1,4,2,1,4,1,0,80,10027,0
7568,15141,0,0,0,5,1,4,2,0,4,3,0,100,10027,2
7569,15953,1,0,1,2,1,4,2,1,4,1,0,100,10027,1
7570,16476,1,0,2,1,1,4,1,1,4,2,0,96,10027,1
7571,17384,0,10,1,2,1,4,2,1,4,1,1,93,10027,1
7572,16103,0,25,1,4,1,4,1,1,4,3,0,75,10027,1
7573,16322,0,0,1,2,1,4,0,1,4,1,0,73,10027,1
7574,15674,0,0,1,4,1,4,2,1,4,2,0,90,10027,1
7575,16233,1,0,1,2,1,4,2,1,4,1,0,94,10027,1
7576,15696,1,0,0,2,1,4,0,1,4,2,0,86,10027,1
7577,15459,0,0,1,2,1,4,1,1,4,1,0,100,10027,1
7578,14792,1,10,0,2,1,4,2,1,4,1,0,100,10027,1
7579,15564,1,3,1,2,2,4,2,1,4,1,1,97,10027,1
7580,16940,1,0,0,4,1,4,1,1,4,2,0,100,10027,1
7581,15255,0,0,0,2,1,4,2,1,4,1,0,94,10027,1
7582,15171,1,0,2,2,1,3,1,0,4,1,1,98,10027,1
7583,16710,1,25,0,2,1,4,1,1,4,1,0,97,10027,1
7584,16934,0,0,1,1,1,4,2,0,4,2,1,94,10027,1
7585,16105,1,0,0,6,1,4,2,1,4,4,1,93,10027,2
7586,15582,1,0,0,4,1,4,2,1,4,2,0,100,10027,1
7587,16686,1,0,0,7,1,4,2,1,4,4,0,91,10027,2
7588,16423,1,0,0,2,1,4,0,0,4,1,0,95,10027,1
7589,15391,1,0,1,2,1,2,0,1,4,1,0,87,10027,1
7590,16969,1,0,0,4,1,4,2,1,4,3,1,90,10027,1
7591,17268,0,0,1,1,1,4,1,1,4,1,1,98,10027,1
7592,16034,1,16,0,5,1,4,2,1,4,4,1,94,10027,1
7593,15135,1,0,1,2,1,4,2,1,4,1,0,95,10027,1
7594,15141,0,16,0,4,1,4,2,0,4,2,0,95,10027,1
7595,16283,0,0,0,5,1,4,2,0,4,2,1,100,10027,2
7596,16638,0,0,1,2,1,4,1,0,4,1,0,99,10027,1
7597,15557,1,0,0,3,1,4,2,1,4,1,0,90,10027,1
7598,17105,1,0,0,4,1,4,0,1,4,2,0,97,10027,1
7599,15254,0,16,1,2,1,4,1,1,4,1,1,93,10027,1
7600,14761,0,0,0,5,1,4,1,1,4,2,1,85,10027,2
7601,16791,1,25,1,2,1,4,2,1,4,1,1,93,10027,1
7602,15382,0,0,1,3,1,4,2,1,4,1,0,94,10027,1
7603,15518,1,0,1,2,1,4,2,1,4,1,0,93,10027,1
7604,15822,1,0,0,3,1,4,0,1,4,2,0,100,10027,2
7605,15476,1,0,0,3,1,4,2,1,4,3,1,89,10027,2
7606,16436,1,0,1,1,1,4,1,1,4,1,1,93,10027,1
7607,15612,1,0,0,6,1,4,2,1,4,2,0,95,10027,2
7608,16186,1,0,1,2,2,4,0,1,4,1,1,91,10027,1
7609,15227,1,0,1,1,1,4,2,1,4,1,0,94,10027,1
7610,14937,0,0,0,6,1,4,2,1,4,2,0,87,10027,1
7611,16662,1,0,1,5,2,4,1,1,4,2,0,92,10027,1
7612,15051,1,0,1,2,1,3,2,1,4,1,0,97,10027,1
7613,15891,1,0,0,4,1,4,2,1,4,2,1,93,10027,2
7614,16492,1,0,0,3,1,4,1,1,4,1,0,93,10027,1
7615,15614,1,0,0,6,2,4,1,0,4,4,0,100,10027,3
7616,16243,1,0,0,6,1,4,1,1,4,4,1,93,10027,1
7617,16719,1,0,0,6,2,4,2,1,4,3,0,98,10027,2
7618,15588,1,10,0,4,1,4,1,1,4,2,1,94,10027,1
7619,15193,0,0,1,2,2,4,2,1,4,1,0,83,10027,1
7620,17217,1,0,1,3,1,4,0,1,4,2,1,93,10027,1
7621,17341,0,0,1,1,1,4,2,1,4,1,1,87,10027,1
7622,17397,0,0,1,2,2,4,1,1,4,2,1,100,10027,1
7623,16270,1,0,1,2,1,4,0,0,4,1,0,93,10027,1
7624,15956,1,16,1,2,1,4,2,1,4,2,1,90,10027,1
7625,15704,1,0,1,2,1,4,1,0,4,1,0,90,10027,1
7626,15889,0,0,0,2,1,4,0,0,4,1,0,92,10027,1
7627,14943,1,0,1,1,1,2,2,1,4,1,0,90,10027,1
7628,15141,0,0,0,6,2,4,2,0,4,2,0,95,10027,2
7629,17176,1,0,1,2,1,4,1,1,4,1,0,93,10027,1
7630,15193,0,0,1,2,2,4,2,1,4,1,0,89,10027,1
7631,16934,0,0,1,1,1,4,2,0,4,2,1,97,10027,1
7632,15564,1,14,1,2,2,4,2,1,4,1,1,97,10027,1
7633,15521,1,0,1,2,1,4,1,0,4,1,0,83,10027,1
7634,15193,0,0,1,3,2,4,2,1,4,1,0,90,10027,1
7635,16321,1,0,0,5,1,4,2,1,4,2,0,95,10027,1
7636,15733,1,0,1,4,1,4,2,1,4,2,0,96,10027,1
7637,15021,1,0,0,5,1,4,2,1,4,2,0,94,10027,2
7638,15338,1,0,1,1,1,4,1,1,4,1,0,95,10027,1
7639,16925,1,0,0,4,1,4,2,1,4,2,0,98,10027,1
7640,15774,1,0,0,4,1,4,2,1,4,3,0,87,10027,2
7641,16176,1,0,0,6,2,4,2,1,4,3,1,85,10027,2
7642,15706,1,0,0,2,1,4,1,1,4,1,0,95,10027,0
7643,15917,0,25,0,5,1,4,2,1,4,2,1,94,10027,1
7644,16714,0,0,2,2,1,4,2,1,4,1,1,100,10027,1
7645,17005,0,0,0,4,1,4,2,1,4,1,0,93,10027,1
7646,16622,1,16,0,11,2,4,2,0,4,6,0,95,10027,4
7647,17099,1,0,0,4,1,4,0,1,4,2,1,95,10027,0
7648,15523,1,0,0,2,1,4,2,1,4,1,0,100,10027,0
7649,15615,0,0,1,2,1,4,1,1,4,1,1,100,10027,1
7650,16439,1,0,1,2,1,4,0,1,4,1,0,100,10027,1
7651,16662,1,0,1,5,2,4,0,1,4,2,0,100,10027,1
7652,16969,1,0,0,4,1,4,2,1,4,2,1,93,10027,1
7653,16015,1,25,1,2,1,4,0,0,4,2,0,100,10027,1
7654,15747,1,0,1,1,1,2,1,1,4,1,0,100,10027,1
7655,16947,0,0,0,5,1,4,2,1,4,3,0,91,10027,2
7656,16007,1,0,0,4,1,4,2,1,4,2,1,94,10027,1
7657,16242,1,0,1,2,1,4,2,0,4,1,1,91,10027,1
7658,17203,0,0,1,2,1,4,2,1,4,1,1,85,10027,1
7659,16161,1,16,1,2,1,4,1,1,4,1,0,93,10027,1
7660,17141,1,0,1,2,1,4,1,1,4,1,1,100,10027,1
7661,15218,1,10,1,2,2,4,1,1,4,1,1,100,10027,1
7662,15807,0,0,1,1,1,4,2,0,4,1,1,100,10027,1
7663,16027,1,0,0,2,1,4,2,1,4,1,0,95,10027,0
7664,15936,1,0,1,2,1,4,2,1,4,1,1,98,10027,1
7665,15254,0,16,1,3,1,4,0,1,4,3,1,100,10027,1
7666,16281,1,0,0,3,1,4,0,0,4,1,1,96,10027,1
7667,15706,1,0,0,2,1,4,1,1,4,1,0,98,10027,0
7668,15972,0,0,1,2,1,4,2,1,4,1,0,100,10027,2
7669,16192,1,0,0,2,1,4,2,0,4,2,0,87,10027,0
7670,16832,1,0,1,3,1,4,2,1,4,3,1,89,10027,1
7671,17022,1,0,1,2,1,4,1,1,4,1,1,92,10027,1
7672,15702,0,0,0,3,1,4,2,1,4,2,0,89,10027,1
7673,14966,1,0,0,4,1,4,2,1,4,1,0,99,10027,1
7674,17099,1,0,0,5,1,4,1,1,4,3,1,92,10027,1
7675,15837,1,0,0,4,1,4,0,0,4,4,0,96,10027,1
7676,17133,1,0,1,1,0,4,2,1,4,1,0,85,10027,1
7677,16782,0,0,1,2,1,4,2,0,4,1,0,90,10027,1
7678,14914,0,0,0,2,1,4,2,1,4,1,1,97,10027,1
7679,15845,1,0,0,5,1,4,2,1,4,3,0,89,10027,0
7680,17352,0,0,1,4,1,4,2,0,4,1,1,98,10027,1
7681,17023,1,0,2,2,1,4,0,1,4,1,0,84,10027,1
7682,17099,1,0,0,2,1,4,1,1,4,1,1,87,10027,0
7683,15706,1,0,0,2,1,4,1,1,4,1,0,93,10027,0
7684,16953,0,25,0,6,1,4,2,1,4,4,0,100,10027,2
7685,16321,1,0,2,3,1,4,2,1,4,2,0,97,10027,1
7686,15564,1,3,1,2,2,4,2,1,4,1,0,93,10027,1
7687,16993,0,0,1,2,2,4,0,1,4,1,0,100,10027,1
7688,14895,1,0,0,4,1,4,2,0,4,1,0,95,10027,1
7689,16791,1,25,1,2,1,4,2,1,4,1,1,93,10027,1
7690,15326,1,0,1,2,1,4,0,1,4,1,0,100,10027,1
7691,15968,1,0,0,4,1,4,1,1,4,2,0,95,10027,2
7692,15502,1,0,0,4,1,4,2,1,4,2,1,97,10027,1
7693,15679,1,0,0,2,1,4,2,1,4,1,0,80,10027,0
7694,16941,0,0,1,3,2,4,2,1,4,2,0,89,10027,1
7695,17186,1,0,0,4,2,4,2,1,4,2,0,91,10027,2
7696,16427,1,0,0,4,1,4,1,1,4,3,0,99,10027,0
7697,15895,1,25,0,4,1,4,2,1,4,3,0,100,10027,1
7698,15250,1,0,0,2,1,4,2,1,4,1,0,97,10027,0
7699,15117,0,0,0,2,1,4,2,1,4,2,1,94,10027,1
7700,16670,1,0,1,2,1,4,1,1,4,1,0,96,10027,1
7701,15798,1,0,0,4,1,4,2,1,4,2,1,91,10027,0
7702,15564,1,0,1,1,1,4,0,1,4,1,0,95,10027,1
7703,15193,0,0,1,2,2,4,2,1,4,1,0,81,10027,1
7704,16162,1,0,0,4,1,4,1,1,4,2,0,89,10027,1
7705,16087,0,0,0,3,1,4,2,1,4,2,0,100,10027,2
7706,17409,0,25,1,1,1,4,2,1,4,1,1,80,10027,0
7707,16921,0,0,0,5,1,4,1,1,4,3,1,95,10027,2
7708,14943,1,0,1,5,1,4,2,1,4,1,1,87,10027,1
7709,15828,1,0,0,3,1,4,2,1,4,2,0,97,10027,2
7710,16157,1,0,0,5,1,4,2,1,4,2,0,78,10027,1
7711,16481,1,0,0,5,1,4,1,1,4,2,0,96,10027,2
7712,14746,0,0,0,4,1,4,2,1,4,3,0,95,10027,2
7713,15731,0,1,0,5,2,4,2,1,4,2,0,80,10027,2
7714,16386,0,0,0,4,1,4,2,1,4,2,0,100,10027,2
7715,16903,0,0,0,2,1,4,0,0,4,1,0,80,10027,0
7716,15659,1,0,1,1,1,4,1,1,4,1,0,100,10027,1
7717,16164,1,0,1,1,1,4,0,1,4,1,0,100,10027,2
7718,14711,0,0,1,2,1,4,2,1,4,1,0,95,10027,1
7719,15788,1,0,0,3,1,4,0,0,4,2,0,100,10027,0
7720,16667,0,0,0,4,1,4,2,1,4,3,0,93,10027,1
7721,16329,1,0,1,2,1,4,1,1,4,1,1,97,10027,1
7722,16198,0,0,1,1,1,4,2,1,4,1,0,96,10027,1
7723,16714,1,16,1,2,1,4,2,0,4,2,0,95,10027,1
7724,16476,1,0,0,2,1,4,1,1,4,2,0,88,10027,0
